netName,util,cp,bboxArea,bboxAr,numPins,numVias
us33/n650,60,1600,0.720,2.000,2,4
us33/n651,60,1600,2.880,0.125,2,2
us33/n652,60,1600,1.520,0.105,2,2
us33/n653,60,1600,1.200,7.500,2,4
us33/n654,60,1600,40.040,0.121,2,6
us33/n655,60,1600,2.640,0.545,3,4
us33/n656,60,1600,376.650,0.597,10,22
us33/n657,60,1600,33.600,2.100,3,8
us33/n658,60,1600,0.240,0.167,2,2
us33/n659,60,1600,1.680,10.500,2,4
us33/n660,60,1600,11.200,0.700,2,4
us33/n661,60,1600,70.800,7.867,2,8
us33/n662,60,1600,73.840,2.731,2,4
us33/n663,60,1600,37.240,19.000,2,8
us33/n664,60,1600,142.080,1.542,3,7
us33/n665,60,1600,292.320,0.460,6,19
us33/n666,60,1600,2.240,0.018,2,4
us33/n667,60,1600,0.000,0.000,2,2
us33/n668,60,1600,40.960,0.062,2,10
us33/n669,60,1600,0.400,10.000,2,2
us33/n670,60,1600,36.000,0.111,4,12
us33/n671,60,1600,684.320,2.066,7,22
us33/n672,60,1600,3.520,0.727,2,4
us33/n673,60,1600,17.760,0.324,2,4
us33/n674,60,1600,3.360,0.190,2,2
us33/n675,60,1600,1.440,0.250,2,2
us33/n676,60,1600,8.800,1.818,2,4
us33/n677,60,1600,112.640,0.688,5,11
us33/n678,60,1600,0.000,0.000,2,2
us33/n679,60,1600,39.200,0.800,2,4
us33/n680,60,1600,10.080,5.143,2,4
us33/n681,60,1600,0.720,18.000,2,0
us33/n682,60,1600,5.280,0.917,2,4
us33/n683,60,1600,440.800,0.524,5,17
us33/n684,60,1600,0.720,2.000,2,4
us33/n685,60,1600,14.960,1.294,2,4
us33/n686,60,1600,538.560,0.728,10,31
us33/n687,60,1600,157.920,0.560,11,25
us33/n688,60,1600,1.960,1.000,2,4
us33/n689,60,1600,0.720,4.500,2,4
us33/n690,60,1600,8.960,4.571,2,4
us33/n691,60,1600,55.000,0.455,4,9
us33/n692,60,1600,0.000,0.000,2,6
us33/n693,60,1600,40.000,0.064,2,10
us33/n694,60,1600,313.920,1.514,7,18
us33/n695,60,1600,3.600,0.100,2,6
us33/n696,60,1600,24.480,0.472,4,10
us33/n697,60,1600,2.480,15.500,2,4
us33/n698,60,1600,0.600,15.000,2,4
us33/n699,60,1600,1.600,2.500,2,4
us33/n700,60,1600,0.000,0.000,2,2
us33/n701,60,1600,3.000,0.120,2,2
us33/n702,60,1600,103.240,3.069,4,11
us33/n703,60,1600,15.040,5.875,3,5
us33/n704,60,1600,35.200,0.073,6,13
us33/n705,60,1600,187.920,1.611,4,13
us33/n706,60,1600,396.000,0.818,9,23
us33/n707,60,1600,84.000,2.333,5,12
us33/n708,60,1600,52.800,0.092,5,10
us33/n709,60,1600,0.400,2.500,2,4
us33/n710,60,1600,12.000,8.333,2,4
us33/n711,60,1600,750.720,1.015,10,36
us33/n712,60,1600,9.680,2.000,3,5
us33/n713,60,1600,16.280,3.364,3,6
us33/n714,60,1600,18.000,0.720,2,4
us33/n715,60,1600,12.480,0.115,2,6
us33/n716,60,1600,1.400,35.000,2,4
us33/n717,60,1600,5.160,129.000,2,8
us33/n718,60,1600,98.040,6.789,2,8
us33/n719,60,1600,5.760,1.778,3,5
us33/n720,60,1600,679.680,0.819,14,43
us33/n721,60,1600,68.400,1.184,4,6
us33/n722,60,1600,575.960,1.017,9,27
us33/n723,60,1600,88.800,1.622,4,13
us33/n724,60,1600,196.080,2.651,6,17
us33/n725,60,1600,4.800,0.533,2,2
us33/n726,60,1600,0.480,0.083,2,2
us33/n727,60,1600,1.320,0.273,2,2
us33/n728,60,1600,3.840,0.375,2,4
us33/n729,60,1600,506.817,0.782,11,41
us33/n730,60,1600,14.720,5.750,5,8
us33/n731,60,1600,57.600,0.225,5,13
us33/n732,60,1600,243.200,1.484,7,23
us33/n733,60,1600,473.040,0.555,10,26
us33/n734,60,1600,3.360,5.250,2,4
us33/n735,60,1600,0.000,0.000,2,6
us33/n736,60,1600,4.320,0.750,4,4
us33/n737,60,1600,3.040,0.053,3,8
us33/n738,60,1600,35.040,0.164,3,9
us33/n739,60,1600,1.000,0.040,2,4
us33/n740,60,1600,51.520,1.643,5,11
us33/n741,60,1600,17.280,0.188,3,5
us33/n742,60,1600,227.480,2.574,3,10
us33/n743,60,1600,3.400,0.294,3,3
us33/n744,60,1600,0.240,1.500,2,2
us33/n745,60,1600,739.040,1.202,13,36
us33/n746,60,1600,789.120,0.951,13,45
us33/n747,60,1600,163.840,1.000,5,17
us33/n748,60,1600,116.480,0.929,7,19
us33/n749,60,1600,89.600,0.547,8,25
us33/n750,60,1600,1.920,0.333,2,2
us33/n751,60,1600,524.000,1.310,13,32
us33/n752,60,1600,372.240,2.136,10,22
us33/n753,60,1600,799.680,1.081,11,32
us33/n754,60,1600,0.720,0.500,2,2
us33/n755,60,1600,5.040,0.071,2,6
us33/n756,60,1600,760.960,1.414,11,32
us33/n757,60,1600,0.560,3.500,2,2
us33/n758,60,1600,747.040,1.388,11,24
us33/n759,60,1600,43.200,7.500,2,8
us33/n760,60,1600,100.800,1.944,5,9
us33/n761,60,1600,572.320,0.671,12,35
us33/n762,60,1600,80.800,5.050,4,12
us33/n763,60,1600,162.000,0.500,4,11
us33/n764,60,1600,272.240,0.988,8,20
us33/n765,60,1600,0.960,0.667,2,2
us33/n766,60,1600,184.320,1.125,10,21
us33/n767,60,1600,3.960,0.818,2,4
us33/n768,60,1600,21.600,0.417,3,8
us33/n769,60,1600,314.960,2.048,8,23
us33/n770,60,1600,432.000,1.080,8,28
us33/n771,60,1600,68.040,2.333,2,8
us33/n772,60,1600,0.960,0.667,2,2
us33/n773,60,1600,44.800,4.375,5,11
us33/n774,60,1600,172.800,0.533,7,19
us33/n775,60,1600,409.200,0.845,7,22
us33/n776,60,1600,671.560,0.632,11,38
us33/n777,60,1600,313.920,1.514,8,26
us33/n778,60,1600,0.160,4.000,2,0
us33/n779,60,1600,0.560,0.286,2,2
us33/n780,60,1600,17.000,0.680,2,8
us33/n781,60,1600,426.400,1.585,10,33
us33/n782,60,1600,0.560,0.286,2,2
us33/n783,60,1600,0.960,0.167,2,2
us33/n784,60,1600,32.240,1.192,7,13
us33/n785,60,1600,124.800,0.487,5,21
us33/n786,60,1600,31.360,0.082,5,12
us33/n787,60,1600,0.280,7.000,2,2
us33/n788,60,1600,41.760,1.241,2,4
us33/n789,60,1600,0.560,0.286,2,2
us33/n790,60,1600,30.800,0.629,2,6
us33/n791,60,1600,177.600,0.811,2,8
us33/n792,60,1600,1.920,0.187,2,2
us33/n793,60,1600,48.000,4.688,2,8
us33/n794,60,1600,0.000,0.000,2,2
us33/n795,60,1600,1082.720,1.507,25,80
us33/n797,60,1600,30.400,0.526,5,12
us33/n798,60,1600,267.843,0.485,7,18
us33/n799,60,1600,243.880,0.736,7,21
us33/n800,60,1600,466.320,0.649,10,27
us33/n802,60,1600,115.200,0.556,5,14
us33/n803,60,1600,842.400,0.802,10,35
us33/n804,60,1600,250.880,1.531,6,16
us33/n805,60,1600,62.400,0.577,5,12
us33/n806,60,1600,889.760,1.239,13,47
us33/n807,60,1600,95.040,1.227,4,17
us33/n808,60,1600,540.000,1.667,9,32
us33/n809,60,1600,384.000,0.586,6,22
us33/n810,60,1600,537.920,2.000,8,24
us33/n811,60,1600,4.520,113.000,2,8
us33/n812,60,1600,671.058,0.620,13,46
us33/n813,60,1600,1.920,0.333,2,4
us33/n814,60,1600,899.840,0.974,13,42
us33/n815,60,1600,402.480,0.735,5,20
us33/n816,60,1600,123.600,3.433,7,16
us33/n817,60,1600,725.760,0.691,11,29
us33/n818,60,1600,455.400,1.162,7,20
us33/n819,60,1600,126.480,0.823,5,13
us33/n820,60,1600,640.560,1.539,14,38
us33/n821,60,1600,13.680,0.237,3,5
us33/n823,60,1600,239.800,1.982,8,26
us33/n824,60,1600,174.800,2.065,8,22
us33/n825,60,1600,54.000,0.667,6,11
us33/n826,60,1600,57.600,4.444,4,10
us33/n827,60,1600,60.720,0.717,3,8
us33/n828,60,1600,360.720,3.093,14,34
us33/n829,60,1600,42.560,2.947,5,8
us33/n831,60,1600,103.400,1.170,7,16
us33/n832,60,1600,264.480,0.491,6,19
us33/n834,60,1600,236.800,0.925,8,27
us33/n835,60,1600,371.520,3.185,10,25
us33/n836,60,1600,78.400,0.400,4,11
us33/n837,60,1600,86.800,0.565,6,15
us33/n838,60,1600,43.200,0.133,5,12
us33/n839,60,1600,2.880,0.125,3,5
us33/n840,60,1600,235.400,1.945,10,26
us33/n841,60,1600,1.440,1.000,2,4
us33/n842,60,1600,4.542,0.474,2,4
us33/n843,60,1600,69.120,0.422,8,21
us33/n844,60,1600,17.600,3.636,4,8
us33/n845,60,1600,0.960,0.167,2,2
us33/n846,60,1600,701.960,1.477,11,34
us33/n847,60,1600,0.000,0.000,2,2
us33/n848,60,1600,142.800,0.343,5,16
us33/n849,60,1600,278.640,2.389,11,30
us33/n850,60,1600,24.480,1.889,3,7
us33/n851,60,1600,21.760,0.471,3,10
us33/n852,60,1600,74.800,0.618,3,8
us33/n853,60,1600,165.440,2.136,6,19
us33/n854,60,1600,1.440,0.250,2,4
us33/n855,60,1600,147.600,0.549,5,15
us33/n856,60,1600,2.240,14.000,3,6
us33/n857,60,1600,72.000,5.556,4,10
us33/n858,60,1600,319.680,1.542,6,14
us33/n859,60,1600,31.680,0.611,5,12
us33/n860,60,1600,410.400,0.880,10,25
us33/n861,60,1600,9.000,0.111,4,4
us33/n862,60,1600,39.520,1.462,5,7
us33/n863,60,1600,19.840,7.750,5,12
us33/n864,60,1600,4.320,27.000,3,6
clk,70,1600,5859.286,1.425,7,19
rst,70,1600,0.000,0.000,4,6
done,70,1600,0.000,0.000,2,0
{key[127]},70,1600,0.000,0.000,2,0
{key[126]},70,1600,0.000,0.000,2,0
{key[125]},70,1600,0.000,0.000,2,0
{key[124]},70,1600,0.000,0.000,2,0
{key[123]},70,1600,0.000,0.000,2,0
{key[122]},70,1600,0.000,0.000,2,0
{key[121]},70,1600,0.000,0.000,2,0
{key[120]},70,1600,0.000,0.000,2,0
{key[119]},70,1600,0.000,0.000,2,0
{key[118]},70,1600,0.000,0.000,2,0
{key[117]},70,1600,0.000,0.000,2,0
{key[116]},70,1600,0.000,0.000,2,0
{key[115]},70,1600,0.000,0.000,2,0
{key[114]},70,1600,0.000,0.000,2,0
{key[113]},70,1600,0.000,0.000,2,0
{key[112]},70,1600,0.000,0.000,2,0
{key[111]},70,1600,0.000,0.000,2,0
{key[110]},70,1600,0.000,0.000,2,0
{key[109]},70,1600,0.000,0.000,2,0
{key[108]},70,1600,0.000,0.000,2,0
{key[107]},70,1600,0.000,0.000,2,0
{key[106]},70,1600,0.000,0.000,2,0
{key[105]},70,1600,0.000,0.000,2,0
{key[104]},70,1600,0.000,0.000,2,0
{key[103]},70,1600,0.000,0.000,2,0
{key[102]},70,1600,0.000,0.000,2,0
{key[101]},70,1600,0.000,0.000,2,0
{key[100]},70,1600,0.000,0.000,2,0
{key[99]},70,1600,0.000,0.000,2,0
{key[98]},70,1600,0.000,0.000,2,0
{key[97]},70,1600,0.000,0.000,2,0
{key[96]},70,1600,0.000,0.000,2,0
{key[95]},70,1600,0.000,0.000,2,0
{key[94]},70,1600,0.000,0.000,2,0
{key[93]},70,1600,0.000,0.000,2,0
{key[92]},70,1600,0.000,0.000,2,0
{key[91]},70,1600,0.000,0.000,2,0
{key[90]},70,1600,0.000,0.000,2,0
{key[89]},70,1600,0.000,0.000,2,0
{key[88]},70,1600,0.000,0.000,2,0
{key[87]},70,1600,0.000,0.000,2,0
{key[86]},70,1600,0.000,0.000,2,0
{key[85]},70,1600,0.000,0.000,2,0
{key[84]},70,1600,0.000,0.000,2,0
{key[83]},70,1600,0.000,0.000,2,0
{key[82]},70,1600,0.000,0.000,2,0
{key[81]},70,1600,0.000,0.000,2,0
{key[80]},70,1600,0.000,0.000,2,0
{key[79]},70,1600,0.000,0.000,2,0
{key[78]},70,1600,0.000,0.000,2,0
{key[77]},70,1600,0.000,0.000,2,0
{key[76]},70,1600,0.000,0.000,2,0
{key[75]},70,1600,0.000,0.000,2,0
{key[74]},70,1600,0.000,0.000,2,0
{key[73]},70,1600,0.000,0.000,2,0
{key[72]},70,1600,0.000,0.000,2,0
{key[71]},70,1600,0.000,0.000,2,0
{key[70]},70,1600,0.000,0.000,2,0
{key[69]},70,1600,0.000,0.000,2,0
{key[68]},70,1600,0.000,0.000,2,0
{key[67]},70,1600,0.000,0.000,2,0
{key[66]},70,1600,0.000,0.000,2,0
{key[65]},70,1600,0.000,0.000,2,0
{key[64]},70,1600,0.000,0.000,2,0
{key[63]},70,1600,0.000,0.000,2,0
{key[62]},70,1600,0.000,0.000,2,0
{key[61]},70,1600,0.000,0.000,2,0
{key[60]},70,1600,0.000,0.000,2,0
{key[59]},70,1600,0.000,0.000,2,0
{key[58]},70,1600,0.000,0.000,2,0
{key[57]},70,1600,0.000,0.000,2,0
{key[56]},70,1600,0.000,0.000,2,0
{key[55]},70,1600,0.000,0.000,2,0
{key[54]},70,1600,0.000,0.000,2,0
{key[53]},70,1600,0.000,0.000,2,0
{key[52]},70,1600,0.000,0.000,2,0
{key[51]},70,1600,0.000,0.000,2,0
{key[50]},70,1600,0.000,0.000,2,0
{key[49]},70,1600,0.000,0.000,2,0
{key[48]},70,1600,0.000,0.000,2,0
{key[47]},70,1600,0.000,0.000,2,0
{key[46]},70,1600,0.000,0.000,2,0
{key[45]},70,1600,0.000,0.000,2,0
{key[44]},70,1600,0.000,0.000,2,0
{key[43]},70,1600,0.000,0.000,2,0
{key[42]},70,1600,0.000,0.000,2,0
{key[41]},70,1600,0.000,0.000,2,0
{key[40]},70,1600,0.000,0.000,2,0
{key[39]},70,1600,0.000,0.000,2,0
{key[38]},70,1600,0.000,0.000,2,0
{key[37]},70,1600,0.000,0.000,2,0
{key[36]},70,1600,0.000,0.000,2,0
{key[35]},70,1600,0.000,0.000,2,0
{key[34]},70,1600,0.000,0.000,2,0
{key[33]},70,1600,0.000,0.000,2,0
{key[32]},70,1600,0.000,0.000,2,0
{key[31]},70,1600,0.000,0.000,2,0
{key[30]},70,1600,0.000,0.000,2,0
{key[29]},70,1600,0.000,0.000,2,0
{key[28]},70,1600,0.000,0.000,2,0
{key[27]},70,1600,0.000,0.000,2,0
{key[26]},70,1600,0.000,0.000,2,0
{key[25]},70,1600,0.000,0.000,2,0
{key[24]},70,1600,0.000,0.000,2,0
{key[23]},70,1600,0.000,0.000,2,0
{key[22]},70,1600,0.000,0.000,2,0
{key[21]},70,1600,0.000,0.000,2,0
{key[20]},70,1600,0.000,0.000,2,0
{key[19]},70,1600,0.000,0.000,2,0
{key[18]},70,1600,0.000,0.000,2,0
{key[17]},70,1600,0.000,0.000,2,0
{key[16]},70,1600,0.000,0.000,2,0
{key[15]},70,1600,0.000,0.000,2,0
{key[14]},70,1600,0.000,0.000,2,0
{key[13]},70,1600,0.000,0.000,2,0
{key[12]},70,1600,0.000,0.000,2,0
{key[11]},70,1600,0.000,0.000,2,0
{key[10]},70,1600,0.000,0.000,2,0
{key[9]},70,1600,0.000,0.000,2,0
{key[8]},70,1600,0.000,0.000,2,0
{key[7]},70,1600,0.000,0.000,2,0
{key[6]},70,1600,0.000,0.000,2,0
{key[5]},70,1600,0.000,0.000,2,0
{key[4]},70,1600,0.000,0.000,2,0
{key[3]},70,1600,0.000,0.000,2,0
{key[2]},70,1600,0.000,0.000,2,0
{key[1]},70,1600,0.000,0.000,2,0
{key[0]},70,1600,0.000,0.000,2,0
{text_in[127]},70,1600,0.000,0.000,2,0
{text_in[126]},70,1600,0.000,0.000,2,0
{text_in[125]},70,1600,0.000,0.000,2,0
{text_in[124]},70,1600,0.000,0.000,2,0
{text_in[123]},70,1600,0.000,0.000,2,0
{text_in[122]},70,1600,0.000,0.000,2,0
{text_in[121]},70,1600,0.000,0.000,2,0
{text_in[120]},70,1600,0.000,0.000,2,0
{text_in[119]},70,1600,0.000,0.000,2,0
{text_in[118]},70,1600,0.000,0.000,2,0
{text_in[117]},70,1600,0.000,0.000,2,0
{text_in[116]},70,1600,0.000,0.000,2,0
{text_in[115]},70,1600,0.000,0.000,2,0
{text_in[114]},70,1600,0.000,0.000,2,0
{text_in[113]},70,1600,0.000,0.000,2,0
{text_in[112]},70,1600,0.000,0.000,2,0
{text_in[111]},70,1600,0.000,0.000,2,0
{text_in[110]},70,1600,0.000,0.000,2,0
{text_in[109]},70,1600,0.000,0.000,2,0
{text_in[108]},70,1600,0.000,0.000,2,0
{text_in[107]},70,1600,0.000,0.000,2,0
{text_in[106]},70,1600,0.000,0.000,2,0
{text_in[105]},70,1600,0.000,0.000,2,0
{text_in[104]},70,1600,0.000,0.000,2,0
{text_in[103]},70,1600,0.000,0.000,2,0
{text_in[102]},70,1600,0.000,0.000,2,0
{text_in[101]},70,1600,0.000,0.000,2,0
{text_in[100]},70,1600,0.000,0.000,2,0
{text_in[99]},70,1600,0.000,0.000,2,0
{text_in[98]},70,1600,0.000,0.000,2,0
{text_in[97]},70,1600,0.000,0.000,2,0
{text_in[96]},70,1600,0.000,0.000,2,0
{text_in[95]},70,1600,0.000,0.000,2,0
{text_in[94]},70,1600,0.000,0.000,2,0
{text_in[93]},70,1600,0.000,0.000,2,0
{text_in[92]},70,1600,0.000,0.000,2,0
{text_in[91]},70,1600,0.000,0.000,2,0
{text_in[90]},70,1600,0.000,0.000,2,0
{text_in[89]},70,1600,0.000,0.000,2,0
{text_in[88]},70,1600,0.000,0.000,2,0
{text_in[87]},70,1600,0.000,0.000,2,0
{text_in[86]},70,1600,0.000,0.000,2,0
{text_in[85]},70,1600,0.000,0.000,2,0
{text_in[84]},70,1600,0.000,0.000,2,0
{text_in[83]},70,1600,0.000,0.000,2,0
{text_in[82]},70,1600,0.000,0.000,2,0
{text_in[81]},70,1600,0.000,0.000,2,0
{text_in[80]},70,1600,0.000,0.000,2,0
{text_in[79]},70,1600,0.000,0.000,2,0
{text_in[78]},70,1600,0.000,0.000,2,0
{text_in[77]},70,1600,0.000,0.000,2,0
{text_in[76]},70,1600,0.000,0.000,2,0
{text_in[75]},70,1600,0.000,0.000,2,0
{text_in[74]},70,1600,0.000,0.000,2,0
{text_in[73]},70,1600,0.000,0.000,2,0
{text_in[72]},70,1600,0.000,0.000,2,0
{text_in[71]},70,1600,0.000,0.000,2,0
{text_in[70]},70,1600,0.000,0.000,2,0
{text_in[69]},70,1600,0.000,0.000,2,0
{text_in[68]},70,1600,0.000,0.000,2,0
{text_in[67]},70,1600,0.000,0.000,2,0
{text_in[66]},70,1600,0.000,0.000,2,0
{text_in[65]},70,1600,0.000,0.000,2,0
{text_in[64]},70,1600,0.000,0.000,2,0
{text_in[63]},70,1600,0.000,0.000,2,0
{text_in[62]},70,1600,0.000,0.000,2,0
{text_in[61]},70,1600,0.000,0.000,2,0
{text_in[60]},70,1600,0.000,0.000,2,0
{text_in[59]},70,1600,0.000,0.000,2,0
{text_in[58]},70,1600,0.000,0.000,2,0
{text_in[57]},70,1600,0.000,0.000,2,0
{text_in[56]},70,1600,0.000,0.000,2,0
{text_in[55]},70,1600,0.000,0.000,2,0
{text_in[54]},70,1600,0.000,0.000,2,0
{text_in[53]},70,1600,0.000,0.000,2,0
{text_in[52]},70,1600,0.000,0.000,2,0
{text_in[51]},70,1600,0.000,0.000,2,0
{text_in[50]},70,1600,0.000,0.000,2,0
{text_in[49]},70,1600,0.000,0.000,2,0
{text_in[48]},70,1600,0.000,0.000,2,0
{text_in[47]},70,1600,0.000,0.000,2,0
{text_in[46]},70,1600,0.000,0.000,2,0
{text_in[45]},70,1600,0.000,0.000,2,0
{text_in[44]},70,1600,0.000,0.000,2,0
{text_in[43]},70,1600,0.000,0.000,2,0
{text_in[42]},70,1600,0.000,0.000,2,0
{text_in[41]},70,1600,0.000,0.000,2,0
{text_in[40]},70,1600,0.000,0.000,2,0
{text_in[39]},70,1600,0.000,0.000,2,0
{text_in[38]},70,1600,0.000,0.000,2,0
{text_in[37]},70,1600,0.000,0.000,2,0
{text_in[36]},70,1600,0.000,0.000,2,0
{text_in[35]},70,1600,0.000,0.000,2,0
{text_in[34]},70,1600,0.000,0.000,2,0
{text_in[33]},70,1600,0.000,0.000,2,0
{text_in[32]},70,1600,0.000,0.000,2,0
{text_in[31]},70,1600,0.000,0.000,2,0
{text_in[30]},70,1600,0.000,0.000,2,0
{text_in[29]},70,1600,0.000,0.000,2,0
{text_in[28]},70,1600,0.000,0.000,2,0
{text_in[27]},70,1600,0.000,0.000,2,0
{text_in[26]},70,1600,0.000,0.000,2,0
{text_in[25]},70,1600,0.000,0.000,2,0
{text_in[24]},70,1600,0.000,0.000,2,0
{text_in[23]},70,1600,0.000,0.000,2,0
{text_in[22]},70,1600,0.000,0.000,2,0
{text_in[21]},70,1600,0.000,0.000,2,0
{text_in[20]},70,1600,0.000,0.000,2,0
{text_in[19]},70,1600,0.000,0.000,2,0
{text_in[18]},70,1600,0.000,0.000,2,0
{text_in[17]},70,1600,0.000,0.000,2,0
{text_in[16]},70,1600,0.000,0.000,2,0
{text_in[15]},70,1600,0.000,0.000,2,0
{text_in[14]},70,1600,0.000,0.000,2,0
{text_in[13]},70,1600,0.000,0.000,2,0
{text_in[12]},70,1600,0.000,0.000,2,0
{text_in[11]},70,1600,0.000,0.000,2,0
{text_in[10]},70,1600,0.000,0.000,2,0
{text_in[9]},70,1600,0.000,0.000,2,0
{text_in[8]},70,1600,0.000,0.000,2,0
{text_in[7]},70,1600,0.000,0.000,2,0
{text_in[6]},70,1600,0.000,0.000,2,0
{text_in[5]},70,1600,0.000,0.000,2,0
{text_in[4]},70,1600,0.000,0.000,2,0
{text_in[3]},70,1600,0.000,0.000,2,0
{text_in[2]},70,1600,0.000,0.000,2,0
{text_in[1]},70,1600,0.000,0.000,2,0
{text_in[0]},70,1600,0.000,0.000,2,0
{text_out[127]},70,1600,0.000,0.000,2,0
{text_out[126]},70,1600,0.000,0.000,2,0
{text_out[125]},70,1600,0.000,0.000,2,0
{text_out[124]},70,1600,0.000,0.000,2,0
{text_out[123]},70,1600,0.000,0.000,2,0
{text_out[122]},70,1600,0.000,0.000,2,0
{text_out[121]},70,1600,0.000,0.000,2,0
{text_out[120]},70,1600,0.000,0.000,2,0
{text_out[119]},70,1600,0.000,0.000,2,0
{text_out[118]},70,1600,0.000,0.000,2,0
{text_out[117]},70,1600,0.000,0.000,2,0
{text_out[116]},70,1600,0.000,0.000,2,0
{text_out[115]},70,1600,0.000,0.000,2,0
{text_out[114]},70,1600,0.000,0.000,2,0
{text_out[113]},70,1600,0.000,0.000,2,0
{text_out[112]},70,1600,0.000,0.000,2,0
{text_out[111]},70,1600,0.000,0.000,2,0
{text_out[110]},70,1600,0.000,0.000,2,0
{text_out[109]},70,1600,0.000,0.000,2,0
{text_out[108]},70,1600,0.000,0.000,2,0
{text_out[107]},70,1600,0.000,0.000,2,0
{text_out[106]},70,1600,0.000,0.000,2,0
{text_out[105]},70,1600,0.000,0.000,2,0
{text_out[104]},70,1600,0.000,0.000,2,0
{text_out[103]},70,1600,0.000,0.000,2,0
{text_out[102]},70,1600,0.000,0.000,2,0
{text_out[101]},70,1600,0.000,0.000,2,0
{text_out[100]},70,1600,0.000,0.000,2,0
{text_out[99]},70,1600,0.000,0.000,2,0
{text_out[98]},70,1600,0.000,0.000,2,0
{text_out[97]},70,1600,0.000,0.000,2,0
{text_out[96]},70,1600,0.000,0.000,2,0
{text_out[95]},70,1600,0.000,0.000,2,0
{text_out[94]},70,1600,0.000,0.000,2,0
{text_out[93]},70,1600,0.000,0.000,2,0
{text_out[92]},70,1600,0.000,0.000,2,0
{text_out[91]},70,1600,0.000,0.000,2,0
{text_out[90]},70,1600,0.000,0.000,2,0
{text_out[89]},70,1600,0.000,0.000,2,0
{text_out[88]},70,1600,0.000,0.000,2,0
{text_out[87]},70,1600,0.000,0.000,2,0
{text_out[86]},70,1600,0.000,0.000,2,0
{text_out[85]},70,1600,0.000,0.000,2,0
{text_out[84]},70,1600,0.000,0.000,2,0
{text_out[83]},70,1600,0.000,0.000,2,0
{text_out[82]},70,1600,0.000,0.000,2,0
{text_out[81]},70,1600,0.000,0.000,2,0
{text_out[80]},70,1600,0.000,0.000,2,0
{text_out[79]},70,1600,0.000,0.000,2,0
{text_out[78]},70,1600,0.000,0.000,2,0
{text_out[77]},70,1600,0.000,0.000,2,0
{text_out[76]},70,1600,0.000,0.000,2,0
{text_out[75]},70,1600,0.000,0.000,2,0
{text_out[74]},70,1600,0.000,0.000,2,0
{text_out[73]},70,1600,0.000,0.000,2,0
{text_out[72]},70,1600,0.000,0.000,2,0
{text_out[71]},70,1600,0.000,0.000,2,0
{text_out[70]},70,1600,0.000,0.000,2,0
{text_out[69]},70,1600,0.000,0.000,2,0
{text_out[68]},70,1600,0.000,0.000,2,0
{text_out[67]},70,1600,0.000,0.000,2,0
{text_out[66]},70,1600,0.000,0.000,2,0
{text_out[65]},70,1600,0.000,0.000,2,0
{text_out[64]},70,1600,0.000,0.000,2,0
{text_out[63]},70,1600,0.000,0.000,2,0
{text_out[62]},70,1600,0.000,0.000,2,0
{text_out[61]},70,1600,0.000,0.000,2,0
{text_out[60]},70,1600,0.000,0.000,2,0
{text_out[59]},70,1600,0.000,0.000,2,0
{text_out[58]},70,1600,0.000,0.000,2,0
{text_out[57]},70,1600,0.000,0.000,2,0
{text_out[56]},70,1600,0.000,0.000,2,0
{text_out[55]},70,1600,0.000,0.000,2,0
{text_out[54]},70,1600,0.000,0.000,2,0
{text_out[53]},70,1600,0.000,0.000,2,0
{text_out[52]},70,1600,0.000,0.000,2,0
{text_out[51]},70,1600,0.000,0.000,2,0
{text_out[50]},70,1600,0.000,0.000,2,0
{text_out[49]},70,1600,0.000,0.000,2,0
{text_out[48]},70,1600,0.000,0.000,2,0
{text_out[47]},70,1600,0.000,0.000,2,0
{text_out[46]},70,1600,0.000,0.000,2,0
{text_out[45]},70,1600,0.000,0.000,2,0
{text_out[44]},70,1600,0.000,0.000,2,0
{text_out[43]},70,1600,0.000,0.000,2,0
{text_out[42]},70,1600,0.000,0.000,2,0
{text_out[41]},70,1600,0.000,0.000,2,0
{text_out[40]},70,1600,0.000,0.000,2,0
{text_out[39]},70,1600,0.000,0.000,2,0
{text_out[38]},70,1600,0.000,0.000,2,0
{text_out[37]},70,1600,0.000,0.000,2,0
{text_out[36]},70,1600,0.000,0.000,2,0
{text_out[35]},70,1600,0.000,0.000,2,0
{text_out[34]},70,1600,0.000,0.000,2,0
{text_out[33]},70,1600,0.000,0.000,2,0
{text_out[32]},70,1600,0.000,0.000,2,0
{text_out[31]},70,1600,0.000,0.000,2,0
{text_out[30]},70,1600,0.000,0.000,2,0
{text_out[29]},70,1600,0.000,0.000,2,0
{text_out[28]},70,1600,0.000,0.000,2,0
{text_out[27]},70,1600,0.000,0.000,2,0
{text_out[26]},70,1600,0.000,0.000,2,0
{text_out[25]},70,1600,0.000,0.000,2,0
{text_out[24]},70,1600,0.000,0.000,2,0
{text_out[23]},70,1600,0.000,0.000,2,0
{text_out[22]},70,1600,0.000,0.000,2,0
{text_out[21]},70,1600,0.000,0.000,2,0
{text_out[20]},70,1600,0.000,0.000,2,0
{text_out[19]},70,1600,0.000,0.000,2,0
{text_out[18]},70,1600,0.000,0.000,2,0
{text_out[17]},70,1600,0.000,0.000,2,0
{text_out[16]},70,1600,0.000,0.000,2,0
{text_out[15]},70,1600,0.000,0.000,2,0
{text_out[14]},70,1600,0.000,0.000,2,0
{text_out[13]},70,1600,0.000,0.000,2,0
{text_out[12]},70,1600,0.000,0.000,2,0
{text_out[11]},70,1600,0.000,0.000,2,0
